chr	start	end	strand	NM	intron	001_CZMEL1_010080483_RNA_NXrun2_R.txt	001_CZMEL1_030060289_RNA_NXrun2_R.txt	001_CZMEL1_050020176_RNA_NXrun2_R.txt	001_CZMEL1_060090425_RNA_NXrun2_R.txt	001_CZMEL1_060090915_RNA_NXrun2_R.txt	001_CZMEL1_07III0075_RNA_NXrun2_R.txt	001_CZMEL1_07III0082_RNA_NXrun2_R.txt	001_CZMEL1_07III0085_RNA_NXrun2_R.txt	001_CZMEL1_07III0097_RNA_NXrun2_R.txt	001_CZMEL1_07III0134_RNA_NXrun2_R.txt	001_CZMEL1_08III0021_RNA_NXrun2_R.txt	001_CZMEL1_08III0059_RNA_NXrun2_R.txt	001_CZMEL1_08III0064_RNA_NXrun2_R.txt	001_CZMEL1_08III0065_RNA_NXrun2_R.txt	001_CZMEL1_08III0066_RNA_NXrun2_R.txt	001_CZMEL1_990033193_RNA_NXrun2_R.txt	001_CZMEL1_990050355_RNA_NXrun2_R.txt	001_CZMEL1_990061923_RNA_NXrun2_R.txt	001_CZMEL1_T010080483_RNA_NXrun2_R.txt	001_CZMEL1_T030060289_RNA_NXrun2_R.txt	001_CZMEL1_T050020176_RNA_NXrun2_R.txt	001_CZMEL1_T060090425_RNA_NXrun2_R.txt	001_CZMEL1_T060090915_RNA_NXrun2_R.txt	001_CZMEL1_T07III0075_RNA_NXrun2_R.txt	001_CZMEL1_T07III0082_RNA_NXrun2_R.txt	001_CZMEL1_T07III0085_RNA_NXrun2_R.txt	001_CZMEL1_T07III0097_RNA_NXrun2_R.txt	001_CZMEL1_T07III0134_RNA_NXrun2_R.txt	001_CZMEL1_T08III0021_RNA_NXrun2_R.txt	001_CZMEL1_T08III0059_RNA_NXrun2_R.txt	001_CZMEL1_T08III0064_RNA_NXrun2_R.txt	001_CZMEL1_T08III0065_RNA_NXrun2_R.txt	001_CZMEL1_T08III0066_RNA_NXrun2_R.txt	001_CZMEL1_T990033193_RNA_NXrun2_R.txt	001_CZMEL1_T990050355_RNA_NXrun2_R.txt	001_CZMEL1_T990061923_RNA_NXrun2_R.txt
NC_000017.10	41243049	41247862	-	NM_007294	INTRON	0	0	4	0	19	1	0	4	1	0	2	3	0	2	2	3	0	0	0	3	0	0	46	2	1	3	1	0	2	2	2	4	2	1	3	1
NC_000017.10	41228631	41231350	-	NM_007294	INTRON	3	4	2	20	6	6	8	11	10	2	2	2	7	3	2	7	6	5	28	25	19	22	38	4	48	23	33	17	20	33	38	18	23	21	50	14
NC_000013.10	32930746	32931922	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	6	1	0	0	4	0	0	3	0
NC_000017.10	41249606	41251791	-	NR_027676	INTRON	0	1	0	0	2	0	3	3	4	0	2	0	0	1	0	0	2	2	2	3	0	0	2	1	1	5	2	2	2	3	3	6	1	1	5	1
NC_000013.10	32958168	32971034	+	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41234589	41247862	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32945237	32949218	+	NM_000059	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	3	0	1	0	0	1	0	0	0	9	0
NC_000017.10	41246877	41256138	-	NM_007294	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	1	0	0	0
NC_000013.10	32890664	32899216	+	NM_000059	INTRON	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	4	0	0	0	0	0	0	1
NC_000013.10	32888687	32889793	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41242986	41331859	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32958509	32968825	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NC_000017.10	41228631	41233765	-	NM_007300	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256973	41276033	-	NM_007294	INTRON	1	0	2	0	0	0	1	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	3	0	0	2
NC_000013.10	32900287	32903577	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000013.10	32906677	32912478	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NC_000017.10	41210386	41215349	-	NM_007294	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	1
NC_000013.10	32936830	32945092	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
NC_000013.10	32890664	32906408	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41246877	41251791	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	4	0	0	0	2	0
NC_000013.10	32969070	32971034	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	1	3	0	0	2	2	0	3	0	0	0	0
NC_000017.10	41245079	41245290	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243520	41246760	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1
NC_000017.10	41197819	41199659	+	NM_007294	INTRON	1	0	0	2	2	0	0	2	0	0	0	4	0	0	1	2	0	2	0	3	1	0	0	0	0	5	0	2	2	0	0	2	0	1	3	4
NC_000017.10	41219624	41222879	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32915332	32920954	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NC_000013.10	32890664	32893191	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41187665	41197678	-	NM_007294	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32937670	32944538	+	NM_000059	INTRON	163	188	228	256	262	546	260	299	474	252	377	284	411	403	172	261	469	424	407	481	472	627	606	245	875	718	908	821	951	491	1502	916	566	557	1001	924
NC_000017.10	41228530	41242973	-	NM_007298	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32921033	32928997	-	NM_000059	INTRON	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	2	0	0	1	0	2	0	4	0	0	4	0	4	1	3	2	0	0	4
NC_000013.10	32932052	33187986	+	NM_000059	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215390	41215890	+	NM_007294	INTRON	0	0	0	1	0	0	1	2	0	0	3	1	0	3	2	1	1	1	1	0	0	0	0	1	5	1	0	1	2	0	3	2	0	0	2	5
NC_000013.10	32953985	32954167	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32913287	32915020	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32936830	32944538	+	NM_000059	INTRON	12	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	52	6	4	1	11	4	15	8	15	7	9	17	5	13	3	2	14	4
NC_000013.10	32971071	32972425	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NC_000017.10	41267796	41276033	+	NM_007294	INTRON	2	0	0	0	0	0	0	0	2	0	1	0	4	0	0	0	0	6	0	0	0	0	2	0	0	3	0	3	5	2	0	0	1	2	0	0
NC_000013.10	32900750	32903583	+	NM_000059	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	1	0	0	1	1	4	0	1	2	0	0	2	1	3
NC_000017.10	41251802	41251840	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
NC_000013.10	32929722	32930484	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0
NC_000017.10	41223197	41223236	-	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32919379	32920963	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	2	0	2	0	0	1	1	0	1	1	1	1	2	1	5	8	2	3	13	2
NC_000017.10	41201211	41202078	-	NM_007294	INTRON	1	0	1	0	1	3	0	1	0	0	0	0	1	0	2	0	1	0	1	0	1	0	1	2	4	4	0	7	1	2	2	3	1	1	2	7
NC_000013.10	32915333	32915717	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NC_000013.10	32944694	32949479	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
NC_000013.10	32931667	32936659	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223255	41234420	-	NM_007294	INTRON	0	2	0	0	0	0	1	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	1	2	1
NC_000017.10	41258550	41267738	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41258481	41267749	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223201	41223237	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41267796	41268453	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41273597	41276903	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NC_000013.10	32893462	32903579	+	NM_000059	INTRON	0	0	2	0	0	2	0	1	0	0	0	1	0	3	0	4	0	1	0	3	2	0	1	2	0	0	3	0	0	0	0	5	2	0	3	1
NC_000017.10	41228631	41234420	-	NM_007300	INTRON	268	210	294	264	361	505	292	414	602	347	498	306	452	412	86	327	452	375	620	582	415	379	645	182	1157	735	733	730	812	630	1285	818	618	626	852	795
NC_000013.10	32910890	32915258	+	NM_000059	INTRON	0	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	2	0	1	0	1	0	0	2	0	0	1	0	3	2
NC_000017.10	41256969	41267744	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41228628	41231350	-	NM_007294	INTRON	1	3	1	3	5	3	5	3	5	2	0	3	6	2	0	8	6	4	11	9	3	2	15	2	16	12	11	9	6	11	16	10	5	6	17	2
NC_000017.10	41215390	41215906	-	NM_007294	INTRON	0	4	0	0	0	2	1	0	0	0	3	0	0	0	0	0	4	0	2	38	0	0	1	0	6	0	2	2	0	0	2	1	2	1	1	0
NC_000013.10	32936679	32937315	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32912868	32912891	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243666	41246760	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
NC_000017.10	41209132	41215378	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41199720	41201137	+	NM_007294	INTRON	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	3	3	1	0	0	1	0	0	0	1	0
NC_000017.10	41217936	41219624	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41245063	41245091	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NC_000013.10	32900750	32910401	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243608	41247862	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41258550	41265236	-	NM_007294	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32973224	33260707	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0
NC_000017.10	41228628	41242960	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	1	2	2	1
NC_000017.10	41276119	41277293	-	NM_007294	INTRON	1	0	0	1	1	2	1	0	0	0	0	0	3	0	0	2	0	0	0	2	0	0	1	0	4	0	1	1	0	0	2	1	1	1	2	1
NC_000013.10	32928723	32928997	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41273693	41276033	-	NM_007294	INTRON	2	0	1	4	3	4	0	3	2	3	0	0	5	4	0	7	5	6	12	5	2	1	4	0	10	3	3	9	6	5	16	5	6	3	7	13
NC_000017.10	41203109	41209095	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41249306	41249701	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NC_000013.10	32900249	32992410	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32945237	32949301	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	5	0
NC_000013.10	32893225	32907360	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215968	41251791	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41244634	41256205	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32893462	32900237	+	NM_000059	INTRON	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	4	4	1	0	1	0	2	2
NC_000013.10	32900750	32903579	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
NC_000017.10	41215968	41219471	-	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
NC_000013.10	32913948	32954058	-	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41264619	41267742	-	NM_007294	INTRON	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0
NC_000013.10	32936830	32938053	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32897952	32950836	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000017.10	41256268	41256884	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000017.10	41219680	41222976	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000013.10	32938232	32944538	+	NM_000059	INTRON	0	0	0	2	0	2	0	0	1	1	0	1	0	1	0	0	2	0	0	3	4	1	0	0	2	0	0	0	5	0	3	1	0	2	5	1
NC_000017.10	41249285	41251803	-	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41234445	41234474	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NC_000017.10	41243827	41246760	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32893407	32899213	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32915333	32928997	+	NM_000059	INTRON	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
NC_000017.10	41256278	41256778	-	NM_007294	INTRON	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41247973	41249260	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000017.10	41234592	41246760	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41258550	41267742	-	NM_007294	INTRON	296	241	300	270	380	479	282	436	608	356	381	303	423	358	189	306	574	210	471	537	335	408	661	162	950	647	709	638	622	419	1198	596	618	584	930	398
NC_000013.10	32968870	32972657	+	NM_000059	INTRON	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32893462	32900635	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41199720	41203079	-	NM_007294	INTRON	5	4	1	1	1	1	2	5	4	0	0	4	1	2	3	1	7	4	4	2	2	5	2	1	6	5	0	2	4	5	12	1	6	6	5	7
NC_000013.10	32929425	32930224	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0
NC_000017.10	41251897	41256138	+	NM_007294	INTRON	2	0	0	0	0	0	2	0	0	0	1	2	0	2	0	0	0	2	1	0	2	2	2	0	3	4	0	0	0	2	0	0	2	0	0	0
NC_000017.10	41242973	41245846	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NC_000017.10	41203094	41314149	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32915301	32921024	+	NM_000059	INTRON	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32929425	32931976	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41249744	41251791	-	NR_027676	INTRON	0	0	0	2	0	0	0	1	0	1	0	1	0	2	0	0	1	0	2	0	2	0	3	0	3	4	0	0	2	0	1	3	2	0	2	3
NC_000017.10	41246877	41249264	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32972312	32972337	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NC_000017.10	41276132	41322142	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
NC_000013.10	32915333	32919284	+	NM_000059	INTRON	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NC_000017.10	41199727	41201136	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32929425	32931617	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890660	32893213	+	NM_000059	INTRON	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	1	0	1	0	4	0	0	1	0	0	0	2	0	1	0	1
NC_000017.10	41250300	41251791	-	NR_027676	INTRON	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
NC_000013.10	32954282	32968825	+	NM_000059	INTRON	182	186	280	303	273	516	239	309	515	304	187	259	411	412	136	270	481	376	492	528	475	552	552	197	967	707	775	819	890	610	1436	888	622	532	1036	968
NC_000017.10	41246877	41247862	-	NM_007294	INTRON	379	338	429	405	272	601	451	602	871	453	468	397	432	505	304	456	411	529	958	902	607	543	514	250	1689	1330	1108	1017	1189	905	1561	1086	1000	947	786	1219
NC_000013.10	32946504	32950806	+	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
NC_000017.10	41244676	41244750	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32937670	32943506	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
NC_000013.10	32953652	32954143	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NC_000017.10	41267749	41276051	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32905167	32910401	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NC_000017.10	41219634	41222979	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
