chr	start	end	strand	NM	intron	R9_01.txt	R9_02.txt	R9_03.txt	R9_04.txt	R9_05.txt	R9_06.txt	R9_07.txt	R9_08.txt	R9_09.txt	R9_10.txt	R9_11.txt	R9_12.txt	R9_13.txt	R9_14.txt	R9_15.txt	R9_16.txt	R9_17.txt	R9_18.txt	R9_19.txt	R9_20.txt
NC_000013.10	32913205	33376540	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
NC_000017.10	41223255	41226358	+	NM_007294	INTRON	56	10	0	8	0	131	0	7	0	38	38	0	0	0	0	0	21	40	0	0
NC_000017.10	41247960	41249260	+	NM_007294	INTRON	0	0	0	32	0	18	0	0	0	0	17	0	0	0	0	0	0	0	0	0
NC_000013.10	32912484	32915183	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41246877	41249260	+	NM_007294	INTRON	8	20	0	84	0	35	0	0	0	0	4	0	45	91	0	0	8	36	0	8
NC_000013.10	32893462	32899216	-	NM_000059	INTRON	0	0	0	36	1	84	0	0	0	0	0	0	0	0	0	1	2	2	0	10
NC_000017.10	41273693	41276033	-	NM_007294	INTRON	475	250	170	141	73	48	48	88	67	83	165	190	149	281	168	331	150	90	62	92
NC_000017.10	41243049	41247862	+	NM_007294	INTRON	0	3	0	6	0	17	0	0	0	63	0	0	0	5	0	0	0	2	103	82
NC_000013.10	32944694	33031660	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32893309	32977592	-	NM_000059	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32910442	32911123	+	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
NC_000017.10	41219712	41221068	-	NM_007294	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215932	41215965	+	NM_007294	INTRON	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32971173	33038542	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32893462	32900237	+	NM_000059	INTRON	0	46	0	0	0	0	0	0	0	0	0	0	10	0	0	59	37	0	0	0
NC_000013.10	32932066	32936679	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
NC_000017.10	41199687	41425299	-	NM_007294	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41267796	41273574	+	NM_007294	INTRON	170	52	0	24	5	45	0	0	26	0	14	46	46	79	0	0	54	24	0	20
NC_000017.10	41223075	41371558	+	NM_007294	INTRON	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953629	33238984	-	NM_000059	INTRON	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223116	41223243	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
NC_000017.10	41264619	41267742	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	14	0	0	67
NC_000013.10	32968981	33091387	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NC_000013.10	32944693	32945094	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	3	0	0
NC_000017.10	41226403	41406451	-	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32971052	33020186	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41209144	41466922	-	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32929005	33218049	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000017.10	41197522	41228602	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
NC_000013.10	32930633	33163636	-	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32937667	32945090	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000013.10	32893462	32898794	+	NM_000059	INTRON	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32903605	33089798	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41246877	41256138	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
NC_000013.10	32945130	33045907	-	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41234592	41267742	+	NM_007294	INTRON	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32893462	32900635	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
NC_000013.10	32972419	33189052	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NC_000017.10	41199720	41203079	-	NM_007294	INTRON	347	337	170	255	139	201	46	95	132	45	122	181	60	66	230	442	236	263	187	294
NC_000017.10	41249744	41251791	-	NM_007294	INTRON	0	29	0	0	0	16	4	0	0	0	0	0	0	0	12	16	0	16	0	0
NC_000017.10	41276132	41321183	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	2
NC_000013.10	32971180	32972298	+	NM_000059	INTRON	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000013.10	32915333	32919284	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
NC_000017.10	41276132	41322142	-	NR_027676	INTRON	0	92	0	22	13	0	0	0	0	0	23	0	10	16	84	1	0	4	0	0
NC_000013.10	32890660	32893213	+	NM_000059	INTRON	0	82	0	0	0	0	0	0	0	24	0	0	0	0	2	24	3	0	0	0
NC_000013.10	32930600	32981445	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41256973	41257886	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
NC_000013.10	32950854	32951520	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NC_000017.10	41196902	41273665	+	NM_007294	INTRON	7	8	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NC_000017.10	41221157	41222944	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
NC_000013.10	32953539	33189549	+	NM_000059	INTRON	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
NC_000013.10	32954282	32968825	+	NM_000059	INTRON	13225	38906	9233	19435	8940	21018	5228	18705	6384	37464	13974	40719	12971	38096	8403	32416	17189	34851	12725	33309
NC_000013.10	32914445	32914685	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32950928	32953937	-	NM_000059	INTRON	0	7	0	16	0	9	0	0	0	0	0	0	0	0	0	0	0	6	0	0
NC_000013.10	32936829	33104986	+	NM_000059	INTRON	0	1	0	9	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32900287	32900379	+	NM_000059	INTRON	1	5	0	1	0	0	0	0	0	0	2	1	0	3	0	8	0	0	0	0
NC_000017.10	41277333	41321820	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NC_000013.10	32903584	32978187	+	NM_000059	INTRON	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0
NC_000013.10	32937670	32943506	+	NM_000059	INTRON	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
NC_000013.10	32945254	32949450	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
NC_000017.10	41246877	41251792	-	NM_007294	INTRON	0	4	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32972710	33034128	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000013.10	32930589	33081213	+	NM_000059	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215968	41217782	+	NM_007294	INTRON	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41221810	41222944	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
NC_000013.10	32971120	33517941	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41199902	41391526	+	NM_007294	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32910890	32914973	+	NM_000059	INTRON	0	0	0	0	0	0	0	21	0	0	0	0	0	0	2	0	0	0	0	0
NC_000017.10	41228510	41361648	-	NM_007294	INTRON	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32899321	32899889	-	NM_000059	INTRON	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215390	41234420	+	NM_007294	INTRON	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32945237	32946391	+	NM_000059	INTRON	0	76	0	85	5	48	22	21	0	12	0	0	0	135	0	0	5	38	0	2
NC_000013.10	32972442	33292105	+	NM_000059	INTRON	0	4	0	0	4	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
NC_000017.10	41243049	41246760	-	NM_007294	INTRON	646	642	444	485	331	689	611	411	185	436	496	965	261	543	280	1088	715	663	269	807
NC_000013.10	32945135	33183324	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
NC_000013.10	32944667	33223926	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000017.10	41256973	41267742	-	NM_007294	INTRON	145	171	97	80	104	132	143	132	9	101	1259	2445	0	0	131	107	88	134	207	40
NC_000013.10	32914744	32945227	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41206425	41209068	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	53
NC_000013.10	32936830	32937315	-	NM_000059	INTRON	4285	10198	1462	3422	1372	6851	111	498	247	769	823	699	354	698	58	371	531	1498	38	127
NC_000017.10	41276133	41516114	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000013.10	32972970	33076812	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32900750	32944538	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0
NC_000017.10	41251873	41348429	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32969070	32972722	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
NC_000017.10	41215968	41219624	+	NM_007294	INTRON	25307	28290	6571	9198	8546	21614	925	4158	3504	4717	6626	3701	5269	4971	199	1599	5302	9349	2652	2148
NC_000013.10	32919550	32944590	+	NM_000059	INTRON	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32952596	32953514	+	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	5	0	1	0	0	0	1	0	0	0	1
NC_000017.10	41226441	41298819	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32946253	32969004	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32936679	32944603	-	NM_000059	INTRON	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32969069	32971034	+	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223033	41360186	+	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32931987	33123417	+	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32905168	32906410	+	NM_000059	INTRON	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NC_000017.10	41227824	41246809	+	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890664	32893214	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NC_000017.10	41215909	41476095	-	NM_007294	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41243537	41380682	-	NM_007294	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215926	41219624	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
NC_000017.10	41223255	41228504	-	NM_007294	INTRON	41	79	0	117	49	176	0	26	43	21	15	320	0	170	14	81	21	93	38	238
NC_000013.10	32915329	32918694	+	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32906562	32953989	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32892509	32932029	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
NC_000017.10	41249744	41251791	+	NM_007294	INTRON	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32950900	32965432	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	2	1	1	0	3	0	0	0	0	0	0
NC_000013.10	32949543	32950806	+	NM_000059	INTRON	1074	8955	1161	3330	790	3260	32	2431	159	4029	402	4422	1458	10148	386	3250	1777	5655	1404	5377
NC_000013.10	32945234	33206365	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
NC_000017.10	41203134	41206333	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	26
NC_000017.10	41258550	41262481	+	NM_007294	INTRON	36	34	35	0	0	40	0	0	1	0	0	54	0	0	0	9	12	32	15	8
NC_000017.10	41226930	41228504	-	NM_007294	INTRON	0	43	0	38	0	0	0	0	0	0	10	29	8	0	22	182	0	0	1	12
NC_000013.10	32937670	32938053	+	NM_000059	INTRON	0	0	0	0	69	32	0	40	0	32	0	231	11	23	13	156	0	69	165	10
NC_000013.10	32904761	32914193	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32918790	32920963	-	NM_000059	INTRON	2019	5371	677	1527	952	4607	77	522	67	400	298	355	46	202	3	482	206	1187	121	53
NC_000017.10	41215898	41221776	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NC_000013.10	32972742	33048595	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41256973	41258494	-	NM_007294	INTRON	360	801	594	456	317	525	142	572	77	348	164	201	81	245	274	718	237	589	133	615
NC_000017.10	41271948	41276033	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0
NC_000017.10	41242998	41332964	-	NM_007294	INTRON	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0
NC_000017.10	41243520	41251791	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
NC_000013.10	32915333	32918831	+	NM_000059	INTRON	0	0	42	6	0	0	0	0	0	0	0	0	0	0	0	6	0	75	0	0
NC_000013.10	32972494	33241738	-	NM_000059	INTRON	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41277335	41433079	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000017.10	41256903	41258472	+	NM_007294	INTRON	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41275921	41320072	-	NM_007294	INTRON	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41277346	41321833	+	NM_007294	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243650	41251791	-	NM_007294	INTRON	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	97
NC_000013.10	32927279	32936791	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41244946	41710569	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000013.10	32954264	33002040	-	NM_000059	INTRON	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32915333	32936659	-	NM_000059	INTRON	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32895584	32937589	+	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32960535	32977286	-	NM_000059	INTRON	0	10	0	0	0	12	0	0	0	0	0	0	0	9	0	9	0	5	0	0
NC_000017.10	41197819	41203079	-	NM_007294	INTRON	0	0	99	0	244	82	81	12	4	0	3	0	7	0	0	2	34	3	2	1
NC_000013.10	32915333	32918694	-	NM_000059	INTRON	2774	6429	623	2036	644	3189	11	807	80	292	341	427	277	193	11	374	270	956	65	114
NC_000017.10	41215968	41228504	+	NM_007294	INTRON	0	55	0	0	0	14	0	25	0	30	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32907524	32910631	+	NM_000059	INTRON	0	0	0	0	66	0	0	0	2	0	12	0	0	0	0	1	12	4	12	0
NC_000013.10	32886230	32889793	-	NM_000059	INTRON	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10
NC_000017.10	41244156	41246760	-	NM_007294	INTRON	0	0	0	0	19	0	0	0	0	11	10	75	0	0	0	0	0	17	0	0
NC_000017.10	41201185	41457806	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NC_000013.10	32944585	32996780	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32908094	32954236	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215388	41215889	+	NM_007294	INTRON	12	25	5	0	14	22	0	2	0	2	9	0	12	6	0	4	0	12	2	0
NC_000013.10	32954264	32973869	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
NC_000013.10	32937670	32944540	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41203134	41209068	-	NM_007294	INTRON	9855	9237	4496	10862	9189	10754	9095	7022	2720	5748	6266	9926	3231	10462	6818	14078	7918	10521	7196	14488
NC_000017.10	41262601	41267742	-	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
NC_000017.10	41228631	41242960	+	NM_007300	INTRON	0	59	0	0	0	36	0	0	26	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32905083	32905112	+	NM_000059	INTRON	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41258542	41267743	+	NM_007294	INTRON	0	5	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41209076	41427982	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41206069	41226528	+	NM_007294	INTRON	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256973	41258472	-	NM_007294	INTRON	8650	10788	4042	8803	4114	8475	5133	5217	963	3340	1656	2369	679	3505	6024	12088	3975	4776	3809	13705
NC_000017.10	41243650	41243728	-	NM_007294	INTRON	13	0	100	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	84	119
NC_000017.10	41209139	41226111	-	NM_007294	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890294	32890558	-	NM_000059	INTRON	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
NC_000013.10	32954050	32954167	+	NM_000059	INTRON	0	0	0	26	0	0	0	0	0	8	0	132	8	21	0	0	0	0	4	0
NC_000013.10	32971097	33130702	+	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32905167	32906408	+	NM_000059	INTRON	4066	15916	1259	9461	2702	9674	1884	6336	1365	23004	5223	11387	932	4758	4942	10460	6279	10598	1146	1982
NC_000013.10	32973177	33086908	+	NM_000059	INTRON	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41215388	41219623	-	NM_007294	INTRON	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41219682	41227851	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
NC_000013.10	32903630	32910403	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000013.10	32899321	32900214	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0
NC_000017.10	41215968	41221056	-	NM_007294	INTRON	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32918790	32920963	+	NM_000059	INTRON	7466	25449	5023	16411	5213	14157	3377	11864	2286	23918	6452	20204	4245	16640	7141	21049	9264	19460	3226	8291
NC_000017.10	41256278	41267742	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
NC_000013.10	32921033	33105403	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41218101	41223186	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NC_000013.10	32903629	32918694	+	NM_000059	INTRON	0	0	0	0	0	4	0	14	0	2	0	0	0	51	36	0	0	5	50	0
NC_000013.10	32945237	32949218	-	NM_000059	INTRON	0	4	0	0	0	10	0	15	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32937669	32939562	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
NC_000017.10	41199721	41201140	-	NM_007294	INTRON	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41202622	41203079	+	NM_007294	INTRON	0	0	23	0	0	18	0	0	0	0	0	0	0	0	0	32	0	0	0	0
NC_000013.10	32957266	32968825	-	NM_000059	INTRON	0	17	7	130	0	24	2	12	0	0	0	0	0	0	0	22	0	0	0	0
NC_000013.10	32937670	32939562	+	NM_000059	INTRON	0	0	0	0	0	0	0	59	0	0	0	145	22	0	0	2	0	9	29	1
NC_000017.10	41249306	41249509	+	NM_007294	INTRON	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
NC_000013.10	32954280	32993092	+	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41197826	41201137	-	NM_007294	INTRON	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41258550	41277293	+	NM_007294	INTRON	0	2	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243049	41246757	-	NM_007294	INTRON	0	0	0	0	1	4	45	0	0	0	0	0	0	0	0	35	0	0	0	0
NC_000013.10	32949543	32982506	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32899311	33102448	+	NM_000059	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900287	33222471	-	NM_000059	INTRON	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41197732	41199678	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
NC_000013.10	32929175	33191989	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32900419	32903579	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32906465	33138620	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32893462	32928997	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0
NC_000017.10	41219714	41222946	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41228628	41234418	-	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900287	32903577	-	NM_000059	INTRON	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32899321	32900237	-	NM_000059	INTRON	1064	3117	208	579	373	2202	51	201	60	296	245	212	33	84	44	219	98	235	54	16
NC_000017.10	41256185	41299238	+	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953505	33089700	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32954246	33198901	+	NM_000059	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0
NC_000013.10	32911878	33160316	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000017.10	41243666	41247862	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	166
